0			690
1			434
2			400
3			394
4			484
5			396
6			449
7			429
8			446
9			423
10			391
11			427
12			449
13			447
14			452
15			481
16			439
17			457
18			437
19			464
20			476
21			444
22			580
23			487
24			511
25			491
26			556
27			599
28			493
29			523
30			501
31			529
32			532
33			697
34			496
35			514
36			510
37			568
38			548
39			543
40			602
41			605
42			620
43			741
44			717
45			682
46			695
47			725
48			813
49			736
50			690
51			676
52			749
53			665
54			690
55			731
56			747
57			764
58			704
59			1679
60			779
61			772
62			776
63			1301
64			824
65			820
66			799
67			783
68			1548
69			1169
70			827
71			876
72			939
73			923
74			875
75			874
76			853
77			903
78			865
79			872
80			954
81			953
82			944
83			928
84			1001
85			1046
86			1128
87			976
88			1063
89			1134
90			1104
91			1033
92			1048
93			1281
94			1192
95			1197
96			1334
97			1191
98			1104
99			1266
100			1140
101			1131
102			1277
103			1228
104			1231
105			1201
106			1187
107			1193
108			1225
109			1260
110			1258
111			1858
112			1352
113			1283
114			1824
115			1306
116			1250
117			1306
118			1768
119			1791
120			1404
121			1367
122			1555
123			1423
124			1411
125			1456
126			1451
127			1590
128			1478
129			1528
130			1490
131			1520
132			1551
133			1585
134			1590
135			1633
136			1544
137			1733
138			1575
139			1566
140			1599
141			1622
142			1706
143			1706
144			1666
145			1660
146			1759
147			1843
148			1707
149			1746
150			1725
151			1775
152			1990
153			1836
154			1910
155			1852
156			2342
157			1866
158			1884
159			2358
160			2173
161			1927
162			1914
163			2539
164			1965
165			2120
166			2002
167			2017
168			2039
169			2013
170			2214
171			2107
172			2128
173			2120
174			2394
175			2349
176			2152
177			2167
178			2186
179			2479
180			2201
181			2254
182			2231
183			2505
184			2276
185			2410
186			2669
187			2439
188			2391
189			2341
190			2455
191			2596
192			2542
193			2485
194			2531
195			3163
196			2620
197			3092
198			2680
199			2912
200			2899
201			2609
202			2837
203			2679
204			2621
205			3030
206			2722
207			2772
208			2855
209			2847
210			2839
211			2755
212			3114
213			2799
214			3241
215			2912
216			2983
217			3075
218			2914
219			2959
220			2953
221			3394
222			3108
223			3050
224			3767
225			3361
226			3264
227			3661
228			3231
229			3471
230			3221
231			3497
232			3241
233			3305
234			3211
235			3568
236			3332
237			3445
238			3517
239			3526
240			3499
241			3468
242			3752
243			3501
244			3493
245			3728
246			3593
247			3832
248			3972
249			4165
250			3730
251			3757
252			3835
253			3764
254			3646
255			3977
256			3813
257			3992
258			3736
259			3804
260			3836
261			3866
262			4129
263			4426
264			4070
265			4240
266			4491
267			4027
268			4506
269			4562
270			4105
271			4121
272			4575
273			4787
274			4331
275			4537
276			4277
277			4523
278			4542
279			4509
280			4640
281			4594
282			4775
283			4771
284			4531
285			4439
286			4586
287			4603
288			4794
289			4874
290			4659
291			5097
292			4657
293			5146
294			5108
295			5198
296			4953
297			4995
298			4955
299			4841
300			5041
301			4897
302			4892
303			5062
304			4960
305			5443
306			5264
307			4978
308			5477
309			5262
310			5388
311			5168
312			5116
313			5223
314			5363
315			5630
316			5488
317			5323
318			7043
319			5278
320			5420
321			5296
322			5473
323			5594
324			5522
325			5523
326			5691
327			5493
328			5724
329			5847
330			5565
331			5927
332			5901
333			6061
334			5921
335			6128
336			6202
337			6065
338			6228
339			5931
340			6006
341			5914
342			5924
343			5988
344			6174
345			6091
346			6872
347			6212
348			6147
349			6082
350			6218
351			6580
352			6474
353			6320
354			6335
355			6373
356			6545
357			6345
358			6843
359			6959
360			6528
361			6609
362			6715
363			6809
364			6812
365			6962
366			7183
367			7049
368			6966
369			7134
370			7360
371			6968
372			7046
373			7178
374			7299
375			7116
376			8912
377			8142
378			7638
379			7444
380			7868
381			7908
382			7446
383			7782
384			7682
385			7638
386			7737
387			7505
388			7405
389			8436
390			8383
391			7578
392			7686
393			7781
394			7772
395			7566
396			7868
397			7828
398			8253
399			8353
400			8324
401			8153
402			8079
403			8255
404			8520
405			8305
406			8498
407			8001
408			8643
409			8049
410			8368
411			8746
412			8526
413			8306
414			8996
415			8357
416			8475
417			8614
418			8357
419			8832
420			8751
421			8520
422			9095
423			8666
424			8799
425			8616
426			8712
427			8733
428			9259
429			8708
430			9243
431			8946
432			9488
433			8928
434			9110
435			9444
436			9383
437			9397
438			9671
439			9189
440			9330
441			9456
442			9511
443			9270
444			9459
445			9398
446			9902
447			9585
448			10019
449			9488
450			9786
451			9773
452			9573
453			9731
454			9918
455			9607
456			10092
457			9914
458			10873
459			10121
460			10324
461			9852
462			9952
463			10240
464			10489
465			10400
466			10631
467			10854
468			10319
469			10447
470			10384
471			10656
472			10685
473			10777
474			10944
475			11137
476			11023
477			10616
478			11659
479			11602
480			11021
481			11318
482			11040
483			10916
484			11920
485			11451
486			11505
487			11195
488			11144
489			11579
490			11861
491			11161
492			11515
493			11650
494			11596
495			11828
496			11602
497			11755
498			11488
499			12057
