0			653
1			461
2			448
3			443
4			466
5			440
6			453
7			438
8			460
9			454
10			452
11			467
12			458
13			510
14			511
15			571
16			461
17			513
18			464
19			571
20			512
21			573
22			638
23			464
24			563
25			534
26			556
27			613
28			573
29			571
30			508
31			565
32			515
33			567
34			566
35			542
36			542
37			562
38			601
39			575
40			594
41			638
42			623
43			702
44			746
45			622
46			683
47			662
48			639
49			732
50			650
51			638
52			704
53			708
54			710
55			702
56			709
57			701
58			696
59			712
60			717
61			1839
62			740
63			2161
64			746
65			810
66			752
67			764
68			934
69			876
70			796
71			790
72			911
73			836
74			810
75			816
76			837
77			809
78			852
79			1008
80			850
81			901
82			875
83			921
84			955
85			1014
86			931
87			951
88			944
89			981
90			935
91			1078
92			1035
93			1003
94			1033
95			1012
96			1044
97			1144
98			1019
99			1038
100			1019
101			1066
102			1025
103			1217
104			1100
105			1078
106			1152
107			1152
108			1210
109			1134
110			1079
111			1143
112			1200
113			1295
114			2193
115			2287
116			1151
117			1405
118			1205
119			1189
120			1155
121			1260
122			1406
123			1195
124			1170
125			1334
126			1192
127			1400
128			1283
129			1308
130			1289
131			1307
132			1466
133			1281
134			1345
135			1365
136			1351
137			1629
138			1344
139			1340
140			1418
141			1586
142			1392
143			1368
144			1431
145			1397
146			1619
147			1486
148			1410
149			1457
150			1452
151			1771
152			1459
153			1619
154			2111
155			2374
156			2544
157			1606
158			1722
159			1531
160			1567
161			1657
162			1876
163			1766
164			1644
165			1551
166			1579
167			1973
168			1688
169			1659
170			1677
171			1855
172			1656
173			1708
174			1821
175			2192
176			1787
177			1726
178			1775
179			2008
180			1815
181			1754
182			1886
183			2060
184			1911
185			2023
186			2329
187			2071
188			1860
189			2446
190			3417
191			2498
192			1893
193			1884
194			1966
195			2180
196			2091
197			2009
198			2026
199			2336
200			2048
201			2010
202			2300
203			2110
204			2029
205			2193
206			2413
207			2125
208			2289
209			2102
210			2117
211			2084
212			2441
213			2129
214			2207
215			2323
216			2399
217			2184
218			2183
219			3338
220			2977
221			2874
222			2385
223			2344
224			2467
225			2312
226			2389
227			2612
228			2338
229			2429
230			2838
231			2447
232			2627
233			2509
234			2391
235			2548
236			2657
237			2493
238			2519
239			3062
240			2508
241			2570
242			2747
243			2548
244			2587
245			3279
246			3738
247			2869
248			2649
249			2770
250			2674
251			2673
252			2938
253			2774
254			2984
255			2748
256			2736
257			3053
258			2766
259			2849
260			3027
261			2867
262			3260
263			2839
264			2862
265			3265
266			2940
267			3727
268			3555
269			3886
270			2992
271			3120
272			3047
273			3191
274			3002
275			3068
276			3295
277			3039
278			2979
279			3285
280			3183
281			3437
282			3100
283			3145
284			3353
285			3158
286			3554
287			3381
288			3859
289			3697
290			3744
291			3575
292			3285
293			3396
294			3375
295			3621
296			3321
297			3404
298			3657
299			3419
300			3534
301			3454
302			3894
303			3556
304			3707
305			3468
306			4129
307			4399
308			3977
309			4041
310			3587
311			3643
312			3555
313			3671
314			3866
315			3782
316			3620
317			4121
318			3930
319			3943
320			3871
321			3841
322			4150
323			4997
324			3764
325			4421
326			4382
327			4195
328			4065
329			4091
330			4004
331			4102
332			3922
333			4489
334			4118
335			4287
336			4247
337			4101
338			4387
339			4415
340			4546
341			5110
342			4273
343			4496
344			4540
345			4316
346			4462
347			4199
348			4702
349			4701
350			4644
351			4195
352			4490
353			4723
354			5171
355			5662
356			4680
357			4809
358			4922
359			4578
360			4760
361			4798
362			4974
363			5078
364			4451
365			6050
366			4892
367			5365
368			5216
369			4961
370			4798
371			4824
372			5057
373			4818
374			5289
375			5210
376			5201
377			5829
378			5293
379			5528
380			5031
381			5633
382			5323
383			5352
384			5467
385			5683
386			5815
387			5892
388			5533
389			5765
390			6176
391			5856
392			6026
393			5591
394			5733
395			6553
396			5737
397			5611
398			5690
399			5334
400			5717
401			6007
402			6095
403			6160
404			6061
405			6623
406			6164
407			5466
408			5855
409			5921
410			5811
411			6049
412			6496
413			6077
414			6040
415			6004
416			6087
417			6581
418			7279
419			6130
420			6852
421			5861
422			6087
423			6192
424			6116
425			7800
426			6775
427			6926
428			6290
429			6759
430			6569
431			6246
432			6776
433			7327
434			6610
435			6515
436			6458
437			6838
438			7019
439			7080
440			7484
441			7372
442			7156
443			6469
444			7190
445			7203
446			6688
447			6657
448			7665
449			7002
450			6895
451			7117
452			7762
453			7231
454			7434
455			6880
456			8979
457			7165
458			7004
459			6706
460			7198
461			7974
462			7267
463			7076
464			7312
465			7787
466			7689
467			7830
468			7539
469			7421
470			7599
471			7726
472			7728
473			8299
474			7873
475			8298
476			7518
477			7959
478			7367
479			8037
480			8734
481			7916
482			8167
483			8180
484			8583
485			10413
486			8090
487			8425
488			9066
489			8376
490			8094
491			7819
492			8181
493			9277
494			8786
495			8370
496			9251
497			8417
498			9520
499			8517
